,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_8,V5_1_1,V5_1_2,OTU.ID
2206,OTU3574,446,199,446,1873,784,1032,56,198,1.95e-49,81.349,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Flabellulidae,g:Paraflabellula,s:Paraflabellula_hoguae,AF293899.1.1873_U;tax,k:Eukaryota,OTU3574.p:Tubulinea-Tubulinea_X.g:Paraflabellula
2207,OTU3575,393,1,393,1440,461,853,100,621,8.56e-177,95.165,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Scuticociliatia_2,f:Scuticociliatia_2_X,g:Scuticociliatia_2_XX,s:Scuticociliatia_2_XX_sp,GU479975.1.1440_U;tax,k:Eukaryota,OTU3575.p:Alveolata-Ciliophora.g:Scuticociliatia_2_XX
2208,OTU3579,396,1,358,918,561,918,90,628,5.15e-179,98.324,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Trebouxiophyceae,o:Chlorellales,f:Chlorellales_X,g:Chlorellales_XX,s:Chlorellales_XX_sp,KF569739.1.918_U;tax,k:Eukaryota,OTU3579.p:Chlorophyta-Chlorophyta_X.g:Chlorellales_XX
2209,OTU3580,406,165,406,575,217,456,60,119,1.42e-25,76.21,d:TSAR,p:Alveolata-Apicomplexa,c:Coccidiomorphea,o:Piroplasmorida,f:Piroplasmorida1,g:Piroplasmorida1_1,s:Piroplasmorida1_1_sp,FJ209021.1.575_U;tax,k:Eukaryota,OTU3580.p:Alveolata-Apicomplexa.g:Piroplasmorida1_1
2210,OTU3583,402,1,402,1064,500,901,100,449,4.38e-125,87.042,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Paracercomonadidae,g:Paracercomonas,s:Paracercomonas_pleomorpha,AY884341.1.1064_U;tax,k:Eukaryota,OTU3583.p:Rhizaria-Cercozoa.g:Paracercomonas
2211,OTU3586,385,1,385,1068,24,409,100,562,5.15e-159,93.023,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Cyrtolophosidida,g:Cyrtolophosidida_X,s:Cyrtolophosidida_X_sp,FJ592470.1.1068_U;tax,k:Eukaryota,OTU3586.p:Alveolata-Ciliophora.g:Cyrtolophosidida_X
2212,OTU3590,447,1,447,1738,466,913,100,806,0,99.107,d:Amoebozoa,p:Discosea-Discosea_X,c:Flabellinia,o:Flabellinia_X,f:LKM74-lineage,g:Mycamoeba,s:Mycamoeba_gemmipara,KX687875.1.1738_U;tax,k:Eukaryota,OTU3590.p:Discosea-Discosea_X.g:Mycamoeba
2213,OTU3594,425,1,424,1762,549,959,99,388,1.02e-106,83.765,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Amphifilaceae_X,s:Amphifilaceae_X_sp,AB695537.1.1762_U;tax,k:Eukaryota,OTU3594.p:Stramenopiles-Bigyra.g:Amphifilaceae_X
2214,OTU3595,408,1,408,1847,560,966,100,497,1.57e-139,88.889,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Angulamoeba,s:Angulamoeba_fungorum,KP864084.1.1847_U;tax,k:Eukaryota,OTU3595.p:Evosea-Evosea_X.g:Angulamoeba
2215,OTU3600,391,1,391,1689,543,933,100,556,2.43e-157,92.386,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Exocolpoda,s:Exocolpoda_augustini,KJ607919.1.1689_U;tax,k:Eukaryota,OTU3600.p:Alveolata-Ciliophora.g:Exocolpoda
2216,OTU3605,402,1,402,1752,566,965,100,464,1.56e-129,87.685,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Paracercomonadidae,g:Paracercomonas,s:Paracercomonas_sp,EF032801.1.1752_U;tax,k:Eukaryota,OTU3605.p:Rhizaria-Cercozoa.g:Paracercomonas
2217,OTU3616,405,1,405,1605,531,925,100,540,2.55e-152,91.155,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AF372795.1.1605_U;tax,k:Eukaryota,OTU3616.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
2218,OTU3621,426,1,426,1620,551,953,100,483,4.58e-135,88.056,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Cercomonadidae,g:Cercomonas,s:Cercomonas_sp,AB534514.1.1620_U;tax,k:Eukaryota,OTU3621.p:Rhizaria-Cercozoa.g:Cercomonas
2219,OTU3622,400,1,400,1661,472,871,100,695,0,98,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Ochromonadales,f:Ochromonadales_clade-XI,g:Ochromonadales_clade-XI_X,s:Ochromonadales_clade-XI_X_sp,AB749064.1.1661_U;tax,k:Eukaryota,OTU3622.p:Stramenopiles-Gyrista.g:Ochromonadales_clade-XI_X
2220,OTU3626,419,175,419,877,172,416,58,337,3.72e-91,91.429,d:Cryptista,p:Cryptophyta-Cryptophyta_X,c:Cryptophyceae,o:Cryptomonadales,f:Cryptomonadales_X,g:Cryptomonadales_XX,s:Cryptomonadales_XX_sp,HQ865053.1.877_U;tax,k:Eukaryota,OTU3626.p:Cryptophyta-Cryptophyta_X.g:Cryptomonadales_XX
2221,OTU3628,402,1,402,1835,604,1005,100,499,4.29e-140,89.136,d:Excavata,p:Metamonada-Preaxostyla,c:Preaxostyla_X,o:Preaxostyla_XX,f:Trimastigidae,g:Trimastix,s:Trimastix_marina,KT380017.1.1835_U;tax,k:Eukaryota,OTU3628.p:Metamonada-Preaxostyla.g:Trimastix
2222,OTU3629,408,1,408,1097,24,430,100,547,1.53e-154,90.931,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandonidae_X,s:Sandonidae_X_sp,FJ592249.1.1097_U;tax,k:Eukaryota,OTU3629.p:Rhizaria-Cercozoa.g:Sandonidae_X
2223,OTU3630,438,1,48,1463,601,648,11,78.7,2.6e-13,95.833,d:Excavata,p:Discoba-Discoba_X,c:Heterolobosea,o:Tetramitia_III,f:Tulamoebidae,g:Tulamoeba,s:Tulamoeba_sp,KT210085.1.1463_U;tax,k:Eukaryota,OTU3630.p:Discoba-Discoba_X.g:Tulamoeba
2224,OTU3634,407,1,407,1581,586,993,100,531,1.54e-149,90.196,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Bodomorphidae,g:Bodomorpha,s:Bodomorpha_sp,EU647174.1.1581_U;tax,k:Eukaryota,OTU3634.p:Rhizaria-Cercozoa.g:Bodomorpha
2225,OTU3635,390,1,390,1635,516,905,100,682,0,98.205,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Colpoda,s:Colpoda_sp,MT001201.1.1635_U;tax,k:Eukaryota,OTU3635.p:Alveolata-Ciliophora.g:Colpoda
2226,OTU3636,405,1,405,1801,576,981,100,599,4.14e-170,93.35,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Thalassomyxa-lineage,g:Thalassomyxa,s:Thalassomyxa_sp,KC779515.1.1801_U;tax,k:Eukaryota,OTU3636.p:Rhizaria-Cercozoa.g:Thalassomyxa
2227,OTU3640,392,1,392,1632,512,901,100,651,0,96.684,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Colpoda,s:Colpoda_sp,MT001200.1.1632_U;tax,k:Eukaryota,OTU3640.p:Alveolata-Ciliophora.g:Colpoda
2228,OTU3644,386,138,386,1827,751,1000,80,255,9.81e-67,85.2,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Echinamoebida,o:Echinamoebida_X,f:Echinamoebidae,g:Echinamoeba,s:Echinamoeba_sp,GU290114.1.1827_U;tax,k:Eukaryota,OTU3644.p:Tubulinea-Tubulinea_X.g:Echinamoeba
2229,OTU3645,411,1,411,895,27,430,100,492,7.34e-138,88.592,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Labyrinthulomycetes_LAB13,g:Labyrinthulomycetes_LAB13_X,s:Labyrinthulomycetes_LAB13_X_sp,HQ868118.1.895_U;tax,k:Eukaryota,OTU3645.p:Stramenopiles-Bigyra.g:Labyrinthulomycetes_LAB13_X
2230,OTU3646,390,1,390,1605,531,925,100,331,1.6e-89,82.25,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AF372795.1.1605_U;tax,k:Eukaryota,OTU3646.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
2231,OTU3647,391,145,391,1899,791,1040,79,254,3.58e-66,85.317,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Rhizamoeba-saxonica-lineage,g:Rhizamoeba,s:Rhizamoeba_saxonica,EU719197.1.1899_U;tax,k:Eukaryota,OTU3647.p:Tubulinea-Tubulinea_X.g:Rhizamoeba
2232,OTU3648,406,1,406,1801,576,981,100,678,0,96.798,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Thalassomyxa-lineage,g:Thalassomyxa,s:Thalassomyxa_sp,KC779515.1.1801_U;tax,k:Eukaryota,OTU3648.p:Rhizaria-Cercozoa.g:Thalassomyxa
2233,OTU3650,396,146,396,1873,792,1037,63,243,7.85e-63,84.585,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Flabellulidae,g:Flabellula,s:Flabellula_citata,EU852654.1.1873_U;tax,k:Eukaryota,OTU3650.p:Tubulinea-Tubulinea_X.g:Flabellula
2234,OTU3651,390,1,390,685,268,656,100,508,6.89e-143,90.281,d:TSAR,p:Alveolata-Ciliophora,c:Plagiopylea,o:Plagiopylea_X,f:Plagiopylea_XX,g:Plagiopylea_XXX,s:Plagiopylea_XXX_sp,JX268831.1.685_U;tax,k:Eukaryota,OTU3651.p:Alveolata-Ciliophora.g:Plagiopylea_XXX
2235,OTU3652,411,1,411,1878,593,994,100,335,1.31e-90,81.928,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Copromyxa,s:Copromyxa_laresi,JQ271679.1.1878_U;tax,k:Eukaryota,OTU3652.p:Tubulinea-Tubulinea_X.g:Copromyxa
2236,OTU3653,392,1,392,1674,557,948,100,719,0,99.745,d:TSAR,p:Alveolata-Ciliophora,c:Spirotrichea,o:Hypotrichia,f:Pseudourostylidae,g:Pseudourostyla,s:Pseudourostyla_sp,JN887467.1.1674_U;tax,k:Eukaryota,OTU3653.p:Alveolata-Ciliophora.g:Pseudourostyla
2237,OTU3655,410,1,410,989,475,889,100,424,2.71e-117,85.476,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EU545726.1.989_U;tax,k:Eukaryota,OTU3655.p:Evosea-Evosea_X.g:Variosea_XXX
2238,OTU3656,406,1,406,599,1,401,100,318,1.3e-85,81.311,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Vermamoebidae,g:Vermamoeba,s:Vermamoeba_vermiformis,OP297013.1.599_U;tax,k:Eukaryota,OTU3656.p:Tubulinea-Tubulinea_X.g:Vermamoeba
2239,OTU3657,421,1,421,1678,591,997,100,566,4.38e-160,91.469,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Rhizamoeba-saxonica-lineage,g:Rhizamoeba,s:Rhizamoeba_australiensis,KT945252.1.1678_U;tax,k:Eukaryota,OTU3657.p:Tubulinea-Tubulinea_X.g:Rhizamoeba
2240,OTU3658,396,1,396,1670,534,928,100,608,6.72e-173,94.458,d:TSAR,p:Alveolata-Chrompodellids,c:Colpodellidea,o:Colpodellida,f:Colpodellaceae,g:Voromonas,s:Voromonas_sp,AB721057.1.1670_U;tax,k:Eukaryota,OTU3658.p:Alveolata-Chrompodellids.g:Voromonas
2241,OTU3662,408,1,408,1883,578,989,100,298,1.7e-79,80.378,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Schizoplasmodiidae,g:Ceratiomyxella,s:Ceratiomyxella_tahitiensis,FJ544419.1.1883_U;tax,k:Eukaryota,OTU3662.p:Evosea-Evosea_X.g:Ceratiomyxella
2242,OTU3663,398,1,398,744,198,595,100,713,0,98.995,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Chlorosarcinopsis,s:Chlorosarcinopsis_sp,JN086472.1.744_U;tax,k:Eukaryota,OTU3663.p:Chlorophyta-Chlorophyta_X.g:Chlorosarcinopsis
2243,OTU3664,404,1,404,1763,563,966,100,669,0,96.535,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Sey055-lineage,g:Sey055-lineage_X,s:Sey055-lineage_X_sp,AB695521.1.1763_U;tax,k:Eukaryota,OTU3664.p:Rhizaria-Cercozoa.g:Sey055-lineage_X
2244,OTU3665,399,1,399,1789,572,970,100,726,0,99.499,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Ochromonadales,f:Ochromonadaceae,g:Chlorochromonas,s:Chlorochromonas_sp,M32704.1.1789_U;tax,k:Eukaryota,OTU3665.p:Stramenopiles-Gyrista.g:Chlorochromonas
2245,OTU3666,379,1,379,1671,531,909,100,523,2.39e-147,91.623,d:TSAR,p:Alveolata-Ciliophora,c:Armophorea,o:Armophorea_X,f:Apometopidae,g:Urostomides,s:Urostomides_bacillatus,KY025569.1.1671_U;tax,k:Eukaryota,OTU3666.p:Alveolata-Ciliophora.g:Urostomides
2246,OTU3667,408,1,408,1841,551,955,100,568,1.18e-160,91.971,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Bangiophyceae,o:Cyanidiales,f:Cyanidiales_X,g:Cyanidiales_XX,s:Cyanidiales_XX_sp,AB695530.1.1841_U;tax,k:Eukaryota,OTU3667.p:Rhodophyta-Rhodophyta_X.g:Cyanidiales_XX
2247,OTU3669,408,1,408,1271,570,979,100,673,0,96.341,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Granofilosea,o:Filosa-Granofilosea_X,f:Novel-Gran-6,g:Novel-Gran-6_X,s:Novel-Gran-6_X_sp,AY620300.1.1271_U;tax,k:Eukaryota,OTU3669.p:Rhizaria-Cercozoa.g:Novel-Gran-6_X
2248,OTU3670,400,1,400,1623,326,725,100,689,0,97.75,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Eumycetozoa_X,o:Dictyosteliida,f:Dictyosteliida-Group-IV,g:Polysphondylium-Group-IV,s:Polysphondylium_violaceum,HQ732201.1.2473_U;tax,k:Eukaryota,OTU3670.p:Evosea-Eumycetozoa.g:Polysphondylium-Group-IV
2249,OTU3674,422,172,422,1650,652,894,59,213,6.58e-54,82.609,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Mesostigmatophyceae,o:Mesostigmatophyceae_X,f:Mesostigmatophyceae_XX,g:Mesostigmatophyceae_XXX,s:Mesostigmatophyceae_XXX_sp,AB330053.1.1650_U;tax,k:Eukaryota,OTU3674.p:Streptophyta-Streptophyta_X.g:Mesostigmatophyceae_XXX
2250,OTU3678,436,1,436,847,25,460,100,789,0,99.312,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Myxogastria_Fuscisporidia,o:Physarida,f:Physaridae,g:Hyperamoeba,s:Hyperamoeba_sp,FJ747494.1.847_U;tax,k:Eukaryota,OTU3678.p:Evosea-Eumycetozoa.g:Hyperamoeba
2251,OTU3680,401,1,401,1605,531,925,100,492,7.15e-138,89.189,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AF372795.1.1605_U;tax,k:Eukaryota,OTU3680.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
2252,OTU3682,420,1,420,989,475,889,100,632,4.24e-180,94.062,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EU545726.1.989_U;tax,k:Eukaryota,OTU3682.p:Evosea-Evosea_X.g:Variosea_XXX
2253,OTU3683,393,1,393,1183,493,885,100,671,0,97.455,d:Cryptista,p:Cryptophyta-Cryptophyta_X,c:Cryptophyceae,o:Goniomonadales,f:Goniomonadales_X,g:Goniomonas,s:Goniomonas_sp,KX431494.1.1183_U;tax,k:Eukaryota,OTU3683.p:Cryptophyta-Cryptophyta_X.g:Goniomonas
2254,OTU3686,419,1,413,1759,964,552,99,741,0,99.031,d:TSAR,p:Alveolata-Ciliophora,c:Spirotrichea,o:Hypotrichia,f:Oxytrichidae,g:Oxytrichidae_X,s:Oxytrichidae_X_sp,EF024639.1.1759_U;tax,k:Eukaryota,OTU3686.p:Alveolata-Ciliophora.g:Oxytrichidae_X
2255,OTU3687,398,1,398,1581,472,869,100,725,0,99.497,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Trebouxiophyceae,o:Prasiolales,f:Prasiolales_X,g:Stichococcus,s:Stichococcus_sp,MH049341.1.1581_U;tax,k:Eukaryota,OTU3687.p:Chlorophyta-Chlorophyta_X.g:Stichococcus
2256,OTU3688,410,1,410,1860,570,980,100,470,3.43e-131,87.44,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,AB695458.1.1860_U;tax,k:Eukaryota,OTU3688.p:Evosea-Evosea_X.g:Variosea_XXX
2257,OTU3689,397,1,397,1599,1022,1417,100,582,4.08e-165,93.216,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Trebouxiophyceae,o:Chlorellales,f:Chlorellales_X,g:Chlorella,s:Chlorella_sp,KJ756814.1.1599_U;tax,k:Eukaryota,OTU3689.p:Chlorophyta-Chlorophyta_X.g:Chlorella
2258,OTU3691,406,1,406,1605,531,925,100,512,5.56e-144,89.951,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AF372795.1.1605_U;tax,k:Eukaryota,OTU3691.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
2259,OTU3693,402,1,402,1605,531,925,100,470,3.36e-131,88.235,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AF372795.1.1605_U;tax,k:Eukaryota,OTU3693.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
2260,OTU3694,424,182,424,1253,735,977,71,411,2.18e-113,97.119,d:TSAR,p:Rhizaria-Cercozoa,c:Cercozoa_X,o:Cercozoa_XX,f:Cercozoa_XXX,g:Cercozoa_XXXX,s:Cercozoa_XXXX_sp,AY620297.1.1253_U;tax,k:Eukaryota,OTU3694.p:Rhizaria-Cercozoa.g:Cercozoa_XXXX
2261,OTU3695,404,1,404,1877,592,1000,100,440,2.65e-122,86.408,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EF024417.1.1877_U;tax,k:Eukaryota,OTU3695.p:Evosea-Evosea_X.g:Variosea_XXX
2262,OTU3696,373,1,373,2226,1038,1407,100,436,3.15e-121,88.032,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:LOS7N/I-lineage,g:Ptolemeba,s:Ptolemeba_noxubium,KJ542110.1.2226_U;tax,k:Eukaryota,OTU3696.p:Tubulinea-Tubulinea_X.g:Ptolemeba
2263,OTU3698,407,171,407,951,122,358,58,172,1.08e-41,80.083,d:TSAR,p:Telonemia-Telonemia_X,c:Telonemia_XX,o:Telonemia_XXX,f:Telonemia-Group-2,g:Telonemia-Group-2_X,s:Telonemia-Group-2_X_sp,GQ365802.1.951_U;tax,k:Eukaryota,OTU3698.p:Telonemia-Telonemia_X.g:Telonemia-Group-2_X
2264,OTU3699,408,1,408,1779,581,988,100,627,1.91e-178,94.39,d:TSAR,p:Stramenopiles-Gyrista,c:Xanthophyceae,o:Xanthophyceae_X,f:Xanthophyceae_XX,g:Pseudopleurochloris,s:Pseudopleurochloris_antarctica,AF109729.1.1779_U;tax,k:Eukaryota,OTU3699.p:Stramenopiles-Gyrista.g:Pseudopleurochloris
2265,OTU3700,409,1,409,1486,496,902,100,582,4.21e-165,92.476,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandonidae_X,s:Sandonidae_X_sp,EU709176.15.1500_U;tax,k:Eukaryota,OTU3700.p:Rhizaria-Cercozoa.g:Sandonidae_X
2266,OTU3701,368,1,368,2226,1038,1407,100,399,4.07e-110,86.472,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:LOS7N/I-lineage,g:Ptolemeba,s:Ptolemeba_noxubium,KJ542110.1.2226_U;tax,k:Eukaryota,OTU3701.p:Tubulinea-Tubulinea_X.g:Ptolemeba
2267,OTU3705,402,1,402,735,173,574,100,621,8.77e-177,94.527,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Labyrinthulaceae,g:Labyrinthulaceae_X,s:Labyrinthulaceae_X_sp,FJ389881.1.735_U;tax,k:Eukaryota,OTU3705.p:Stramenopiles-Bigyra.g:Labyrinthulaceae_X
2268,OTU3707,423,1,423,1879,591,1019,100,527,2.08e-148,89.12,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Sorodiplophrys,s:Sorodiplophrys_stercorea,KU728176.1.1879_U;tax,k:Eukaryota,OTU3707.p:Stramenopiles-Bigyra.g:Sorodiplophrys
2269,OTU3708,394,1,394,1132,567,971,100,593,1.87e-168,93.596,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Cercomonadidae,g:Eocercomonas,s:Eocercomonas_sp,AY884316.1.1132_U;tax,k:Eukaryota,OTU3708.p:Rhizaria-Cercozoa.g:Eocercomonas
2270,OTU3709,374,129,374,1741,719,966,79,335,1.18e-90,91.27,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Fibrophrys,s:Fibrophrys_sp,AY919687.1.1741_U;tax,k:Eukaryota,OTU3709.p:Stramenopiles-Bigyra.g:Fibrophrys
2271,OTU3712,395,41,395,818,1,362,90,440,2.59e-122,88.981,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphitraemidae,g:Archerella,s:Archerella_sp,EF586082.1.818_U;tax,k:Eukaryota,OTU3712.p:Stramenopiles-Bigyra.g:Archerella
2272,OTU3717,415,1,415,1894,592,1007,100,363,6.07e-99,82.742,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Hartmannellidae_X,s:Hartmannellidae_X_sp,HQ687486.1.1894_U;tax,k:Eukaryota,OTU3717.p:Tubulinea-Tubulinea_X.g:Hartmannellidae_X
2273,OTU3720,397,1,397,1528,478,874,100,623,2.4e-177,94.975,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Chlamydomonas,s:Chlamydomonas_bilatus,AF517098.1.1528_U;tax,k:Eukaryota,OTU3720.p:Chlorophyta-Chlorophyta_X.g:Chlamydomonas
2274,OTU3721,414,1,414,1738,550,963,100,499,4.42e-140,88.599,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Fibrophrys,s:Fibrophrys_sp,AY919705.1.1738_U;tax,k:Eukaryota,OTU3721.p:Stramenopiles-Bigyra.g:Fibrophrys
2275,OTU3722,404,1,404,1850,595,1021,100,424,2.67e-117,85.514,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Echinamoebida,o:Echinamoebida_X,f:Echinamoebidae,g:Echinamoeba,s:Echinamoeba_thermarum,AJ489263.1.1850_U;tax,k:Eukaryota,OTU3722.p:Tubulinea-Tubulinea_X.g:Echinamoeba
2276,OTU3728,391,1,391,1776,577,965,100,505,8.94e-142,90.076,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Pseudodendromonadales,f:Pseudodendromonadales_X,g:Pseudodendromonadales_XX,s:Pseudodendromonadales_XX_sp,GU290071.1.1776_U;tax,k:Eukaryota,OTU3728.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX
2277,OTU3755,400,1,400,1812,594,991,100,599,4.09e-170,93.781,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Bicoecales,f:Bicoecaceae,g:Bicosoeca,s:Bicosoeca_sp,GU290103.1.1812_U;tax,k:Eukaryota,OTU3755.p:Stramenopiles-Bigyra.g:Bicosoeca
2278,OTU3758,445,194,445,1883,740,989,79,315,1.85e-84,89.37,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Schizoplasmodiidae,g:Ceratiomyxella,s:Ceratiomyxella_tahitiensis,FJ544419.1.1883_U;tax,k:Eukaryota,OTU3758.p:Evosea-Evosea_X.g:Ceratiomyxella
2279,OTU3761,417,330,380,3316,1429,1479,12,56.5,1.16e-06,86.275,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Myxogastria_Lucisporidia,o:Myxogastria_Lucisporidia_X,f:Cribrariidae,g:Cribraria,s:Cribraria_cancellata,EF513177.1.3316_G;tax,k:Eukaryota,OTU3761.p:Evosea-Eumycetozoa.g:Cribraria
2280,OTU3762,406,1,406,1802,582,987,100,701,0,97.783,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Cercomonadidae,g:Cercomonas,s:Cercomonas_sp,EF024104.1.1802_U;tax,k:Eukaryota,OTU3762.p:Rhizaria-Cercozoa.g:Cercomonas
2281,OTU3763,403,162,403,1934,810,1058,72,248,1.72e-64,85.2,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:ATCC50593-lineage,g:ATCC50593-lineage_X,s:ATCC50593-lineage_X_sp,EU273440.1.1934_U;tax,k:Eukaryota,OTU3763.p:Evosea-Evosea_X.g:ATCC50593-lineage_X
2282,OTU3765,399,1,399,1809,594,988,100,595,5.27e-169,93.75,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Bicoecales,f:Bicoecaceae,g:Bicosoeca,s:Bicosoeca_sp,GU290093.1.1809_U;tax,k:Eukaryota,OTU3765.p:Stramenopiles-Bigyra.g:Bicosoeca
2283,OTU3766,409,1,409,2888,1656,2064,100,324,2.82e-87,81.34,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Arcellinida,f:Phryganellina,g:Phryganella,s:Phryganella_paradoxa,MF497374.1.2888_U;tax,k:Eukaryota,OTU3766.p:Tubulinea-Tubulinea_X.g:Phryganella
