,V5_4,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_1,V5_2,V5_3,kingdom,phylum,class,order,family,genus,species,OTU.ID
322,LN621224,OTU309,317,183,317,498,159,291,56,148,7.24e-36,86.765,gi,MOA14733,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00408,OTU309.g__Glomus
323,LN621382,OTU281,322,189,322,498,159,292,58,193,3.35e-49,92.593,gi,MOA14891,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00074,OTU281.g__Glomus
324,LN621453,OTU693,319,23,319,496,1,290,93,115,7.39e-26,74.919,gi,MOA14962,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00281,OTU693.g__Paraglomus
325,LN621850,OTU213,317,23,317,498,1,291,93,193,3.3e-49,79.07,gi,MOA15359,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00269,OTU213.g__Glomus
326,LN621903,OTU130,313,23,313,498,1,292,93,255,4.09e-68,82.653,gi,MOA15412,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00051,OTU130.g__Archaeospora
327,LN621930,OTU696,321,23,321,496,1,290,93,217,1.98e-56,80.528,gi,MOA15439,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00343,OTU696.g__Glomus
328,LN621930,OTU721,321,23,321,496,1,290,93,211,9.22e-55,80.198,gi,MOA15439,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00343,OTU721.g__Glomus
329,LN621935,OTU264,334,182,334,482,143,291,61,152,5.92e-37,85.256,gi,MOA15444,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00383,OTU264.g__Glomus
330,LN622174,OTU516,365,228,365,498,161,297,51,165,8.36e-41,88.489,gi,MOA15683,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00056,OTU516.g__Claroideoglomus
331,LN622174,OTU704,371,234,371,498,161,297,50,165,8.51e-41,88.489,gi,MOA15683,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00056,OTU704.g__Claroideoglomus
332,LN622337,OTU344,313,23,313,498,1,291,93,239,4.12e-63,81.879,gi,MOA15846,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU344.g__Glomus
333,LN622554,OTU36,321,23,321,498,1,290,93,211,9.22e-55,80.132,gi,MOA16063,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00143,OTU36.g__Glomus
334,LN622554,OTU86,323,23,323,498,1,290,93,202,5.59e-52,79.605,gi,MOA16063,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00143,OTU86.g__Glomus
335,LN622554,OTU103,323,180,323,498,148,290,45,204,1.55e-52,92.414,gi,MOA16063,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00143,OTU103.g__Glomus
336,LN622976,OTU4,312,1,312,504,479,169,100,542,2.79e-154,98.083,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU4.g__Glomus
337,LN622976,OTU31,344,1,77,504,479,403,22,115,8.01e-26,93.506,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU31.g__Glomus
338,LN622976,OTU42,319,1,70,504,479,410,22,124,1.23e-28,98.571,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU42.g__Glomus
339,LN622976,OTU52,331,1,77,504,479,403,23,121,1.65e-27,94.805,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU52.g__Glomus
340,LN622976,OTU56,319,1,70,504,479,410,22,119,5.71e-27,97.143,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU56.g__Glomus
341,LN622976,OTU66,393,1,73,504,479,407,19,119,7.14e-27,95.89,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU66.g__Glomus
342,LN622976,OTU100,431,1,68,504,479,412,16,115,1.02e-25,97.059,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU100.g__Glomus
343,LN622976,OTU108,319,1,70,504,479,410,22,113,2.66e-25,95.714,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU108.g__Glomus
344,LN622976,OTU120,412,1,71,504,479,409,17,115,9.71e-26,95.775,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU120.g__Glomus
345,LN622976,OTU129,429,1,68,504,479,412,16,104,2.19e-22,94.118,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU129.g__Glomus
346,LN622976,OTU142,299,1,299,504,479,169,100,187,1.44e-47,78.549,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU142.g__Glomus
347,LN622976,OTU167,341,1,74,504,479,406,22,126,3.67e-29,97.297,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU167.g__Glomus
348,LN622976,OTU177,313,1,76,504,479,404,24,108,1.21e-23,92.105,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU177.g__Glomus
349,LN622976,OTU178,429,1,68,504,479,412,16,115,1.01e-25,97.059,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU178.g__Glomus
350,LN622976,OTU186,341,1,75,504,479,405,22,128,1.02e-29,97.333,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU186.g__Glomus
351,LN622976,OTU190,396,1,68,504,479,412,17,115,9.31e-26,97.059,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU190.g__Glomus
352,LN622976,OTU193,433,1,68,504,479,412,16,115,1.02e-25,97.059,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU193.g__Glomus
353,LN622976,OTU197,287,1,66,504,479,414,23,111,8.53e-25,96.97,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU197.g__Glomus
354,LN622976,OTU200,310,1,310,504,479,169,100,213,2.47e-55,79.365,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU200.g__Glomus
355,LN622976,OTU205,305,1,305,504,479,169,100,159,3.21e-39,76.947,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU205.g__Glomus
356,LN622976,OTU212,320,1,70,504,479,410,22,124,1.23e-28,98.571,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU212.g__Glomus
357,LN622976,OTU222,319,1,66,504,479,414,21,100,2.07e-21,93.939,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU222.g__Glomus
358,LN622976,OTU225,290,1,66,504,479,414,23,111,8.62e-25,96.97,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU225.g__Glomus
359,LN622976,OTU231,334,1,73,504,479,407,22,130,2.77e-30,98.63,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU231.g__Glomus
360,LN622976,OTU248,342,1,74,504,479,406,22,126,3.68e-29,97.297,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU248.g__Glomus
361,LN622976,OTU249,301,1,70,504,479,410,23,119,5.37e-27,97.143,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU249.g__Glomus
362,LN622976,OTU253,301,1,301,504,479,169,100,150,1.9e-36,76.341,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU253.g__Glomus
363,LN622976,OTU258,432,1,68,504,479,412,16,104,2.21e-22,94.118,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU258.g__Glomus
364,LN622976,OTU263,417,1,68,504,479,412,16,115,9.84e-26,97.059,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU263.g__Glomus
365,LN622976,OTU272,410,1,71,504,479,409,17,115,9.66e-26,95.775,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU272.g__Glomus
366,LN622976,OTU274,421,1,68,504,479,412,16,115,9.94e-26,97.059,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU274.g__Glomus
367,LN622976,OTU282,371,1,73,504,479,407,20,124,1.44e-28,97.26,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU282.g__Glomus
368,LN622976,OTU286,342,1,74,504,479,406,22,126,3.68e-29,97.297,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU286.g__Glomus
369,LN622976,OTU290,287,1,66,504,479,414,23,111,8.53e-25,96.97,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU290.g__Glomus
370,LN622976,OTU294,360,1,74,504,479,406,21,115,8.41e-26,94.595,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU294.g__Glomus
371,LN622976,OTU299,427,1,74,504,479,407,17,119,7.8e-27,95.946,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU299.g__Glomus
372,LN622976,OTU301,426,1,68,504,479,412,16,104,2.18e-22,94.118,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU301.g__Glomus
373,LN622976,OTU305,342,1,78,504,479,403,23,126,3.68e-29,96.154,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU305.g__Glomus
374,LN622976,OTU315,317,1,70,504,479,410,22,108,1.23e-23,94.286,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU315.g__Glomus
375,LN622976,OTU320,319,1,70,504,479,410,22,113,2.66e-25,95.714,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU320.g__Glomus
376,LN622976,OTU338,418,1,68,504,479,412,16,115,9.86e-26,97.059,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU338.g__Glomus
377,LN622976,OTU343,420,1,73,504,479,407,17,113,3.56e-25,94.521,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU343.g__Glomus
378,LN622976,OTU346,342,1,74,504,479,406,22,126,3.68e-29,97.297,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU346.g__Glomus
379,LN622976,OTU347,310,1,77,504,479,403,25,121,1.54e-27,94.805,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU347.g__Glomus
380,LN622976,OTU355,313,1,71,504,479,409,23,104,1.57e-22,92.958,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU355.g__Glomus
381,LN622976,OTU356,437,1,68,504,479,412,16,104,2.24e-22,94.118,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU356.g__Glomus
382,LN622976,OTU357,421,1,68,504,479,412,16,115,9.94e-26,97.059,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU357.g__Glomus
383,LN622976,OTU369,336,1,77,504,479,403,23,115,7.81e-26,93.506,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU369.g__Glomus
384,LN622976,OTU403,317,1,76,504,479,404,24,130,2.62e-30,97.368,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU403.g__Glomus
385,LN622976,OTU407,420,1,95,504,479,387,23,113,3.56e-25,88.421,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU407.g__Glomus
386,LN622976,OTU412,317,1,317,504,479,169,100,159,3.34e-39,76.687,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU412.g__Glomus
387,LN622976,OTU418,305,1,305,504,479,169,100,148,6.94e-36,76.324,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU418.g__Glomus
388,LN622976,OTU424,300,1,300,504,479,169,100,154,1.47e-37,76.73,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU424.g__Glomus
389,LN622976,OTU425,306,1,306,504,479,169,100,154,1.5e-37,76.636,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU425.g__Glomus
390,LN622976,OTU433,340,1,74,504,479,406,22,126,3.66e-29,97.297,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU433.g__Glomus
391,LN622976,OTU456,356,1,71,504,479,409,20,115,8.31e-26,95.775,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU456.g__Glomus
392,LN622976,OTU461,309,1,309,504,479,169,100,158,1.17e-38,76.562,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU461.g__Glomus
393,LN622976,OTU467,314,1,74,504,479,406,24,126,3.36e-29,97.297,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU467.g__Glomus
394,LN622976,OTU472,340,242,332,504,410,500,27,163,2.79e-40,98.901,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU472.g__Glomus
395,LN622976,OTU477,289,1,74,504,479,406,26,126,3.07e-29,97.297,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU477.g__Glomus
396,LN622976,OTU480,299,1,299,504,479,169,100,182,6.7e-46,78.095,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU480.g__Glomus
397,LN622976,OTU483,352,1,66,504,479,414,19,100,2.3e-21,93.939,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU483.g__Glomus
398,LN622976,OTU484,419,1,74,504,479,407,18,113,3.56e-25,94.595,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU484.g__Glomus
399,LN622976,OTU489,312,1,76,504,479,404,24,119,5.58e-27,94.737,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU489.g__Glomus
400,LN622976,OTU499,242,1,74,504,479,406,31,126,2.54e-29,97.297,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU499.g__Glomus
401,LN622976,OTU515,370,268,362,504,406,500,26,159,3.95e-39,96.842,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU515.g__Glomus
402,LN622976,OTU535,423,1,68,504,479,412,16,115,9.99e-26,97.059,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU535.g__Glomus
403,LN622976,OTU539,317,1,71,504,479,409,22,115,7.34e-26,95.775,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU539.g__Glomus
404,LN622976,OTU548,331,1,74,504,479,406,22,126,3.55e-29,97.297,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU548.g__Glomus
405,LN622976,OTU552,378,1,77,504,479,403,20,126,4.09e-29,96.104,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU552.g__Glomus
406,LN622976,OTU572,313,180,313,504,300,169,43,108,1.21e-23,82.014,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU572.g__Glomus
407,LN622976,OTU587,304,1,304,504,479,169,100,158,1.15e-38,77.019,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU587.g__Glomus
408,LN622976,OTU590,311,1,68,504,479,412,22,115,7.19e-26,97.059,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU590.g__Glomus
409,LN622976,OTU597,420,1,71,504,479,409,17,110,4.61e-24,94.366,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU597.g__Glomus
410,LN622976,OTU599,345,240,337,504,403,500,28,159,3.66e-39,95.918,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU599.g__Glomus
411,LN622976,OTU606,315,1,76,504,479,404,24,130,2.6e-30,97.368,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU606.g__Glomus
412,LN622976,OTU607,332,1,324,504,178,500,98,564,6.37e-161,98.154,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU607.g__Glomus
413,LN622976,OTU608,329,1,77,504,479,403,23,115,7.64e-26,93.506,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU608.g__Glomus
414,LN622976,OTU615,296,200,288,504,412,500,30,148,6.72e-36,96.629,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU615.g__Glomus
415,LN622976,OTU628,313,1,76,504,479,404,24,113,2.6e-25,93.421,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU628.g__Glomus
416,LN622976,OTU641,358,1,81,504,479,399,23,122,5e-28,93.827,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU641.g__Glomus
417,LN622976,OTU645,182,78,174,504,404,500,53,169,3.03e-42,97.938,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU645.g__Glomus
418,LN622976,OTU649,326,1,74,504,479,406,23,126,3.49e-29,97.297,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU649.g__Glomus
419,LN622976,OTU654,307,1,307,504,479,169,100,178,8.92e-45,77.95,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU654.g__Glomus
420,LN622976,OTU661,240,1,74,504,479,406,31,126,2.52e-29,97.297,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU661.g__Glomus
421,LN622976,OTU663,299,1,299,504,479,169,100,176,3.12e-44,77.848,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU663.g__Glomus
422,LN622976,OTU664,428,1,68,504,479,412,16,115,1.01e-25,97.059,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU664.g__Glomus
423,LN622976,OTU665,313,180,313,504,300,169,43,108,1.21e-23,81.884,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU665.g__Glomus
424,LN622976,OTU670,420,1,68,504,479,412,16,115,9.91e-26,97.059,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU670.g__Glomus
425,LN622976,OTU722,315,1,315,504,479,169,100,152,5.56e-37,76.38,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU722.g__Glomus
426,LN622976,OTU726,299,1,299,504,479,169,100,171,1.45e-42,77.743,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU726.g__Glomus
427,LN622976,OTU732,313,180,313,504,300,169,43,102,5.64e-22,81.159,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU732.g__Glomus
428,LN622976,OTU739,305,1,305,504,479,169,100,159,3.21e-39,76.803,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU739.g__Glomus
429,LN622976,OTU741,419,1,68,504,479,412,16,110,4.6e-24,95.588,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU741.g__Glomus
430,LN622976,OTU744,392,1,77,504,479,403,20,126,4.26e-29,96.104,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU744.g__Glomus
431,LN622976,OTU745,384,1,76,504,479,404,20,119,6.97e-27,94.737,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU745.g__Glomus
432,LN622976,OTU747,312,1,312,504,479,169,100,514,6.09e-146,96.486,gi,MOA16485,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU747.g__Glomus
