,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_1_1,V5_1_2,V5_1_3,V5_1_4,V5_1_5,OTU.ID
2628,OTU2749,433,1,69,1001,602,670,16,117,1.49e-25,97.101,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriales_fam_Incertae_sedis,g__Chaetothyriales_gen_Incertae_sedis,s__Chaetothyriales_sp,Chaetothyriales_sp,AM711476,SH0960323.09FU,reps,k__Fungi,OTU2749.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis
2629,OTU2750,253,1,219,499,281,499,87,383,7.49e-106,98.174,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Pseudogymnoascus,s__Pseudogymnoascus_appendiculatus,Pseudogymnoascus_appendiculatus,KJ755523,SH2575709.09FU,refs,k__Fungi,OTU2750.p__Ascomycota.g__Pseudogymnoascus
2630,OTU2751,320,275,318,1125,55,12,14,76.8,1.83e-13,97.727,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU2751.p__Ascomycota.g__Fusarium
2631,OTU2752,344,305,342,758,508,545,11,71.3,9.21e-12,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU2752.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
2632,OTU2753,330,283,328,1125,57,12,14,69.4,3.17e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU2753.p__Ascomycota.g__Fusarium
2633,OTU2754,313,274,311,758,508,545,12,65.8,3.87e-10,97.368,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU2754.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
2634,OTU2755,357,321,352,581,495,527,9,54.7,9.65e-07,96.97,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_radicicola,Pezicula_radicicola,FJ179465,SH0975489.09FU,reps,k__Fungi,OTU2755.p__Ascomycota.g__Pezicula
2635,OTU2756,341,302,339,1125,49,12,11,65.8,4.25e-10,97.368,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU2756.p__Ascomycota.g__Fusarium
2636,OTU2757,330,283,328,1125,57,12,14,69.4,3.17e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU2757.p__Ascomycota.g__Fusarium
2637,OTU2758,257,1,194,444,249,440,75,224,4.89e-58,87.817,p__Ascomycota,c__Lecanoromycetes,o__Peltigerales,f__Pannariaceae,g__Pectenia,s__Pectenia_sp,Pectenia_sp,UDB03757684,SH1012740.09FU,reps,k__Fungi,OTU2758.p__Ascomycota.g__Pectenia
2638,OTU2759,281,1,220,452,227,452,78,296,1.13e-79,90.708,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Trimorphomycetaceae_gen_Incertae_sedis,s__Trimorphomycetaceae_sp,Trimorphomycetaceae_sp,UDB090808,SH0999665.09FU,reps,k__Fungi,OTU2759.p__Basidiomycota.g__Trimorphomycetaceae_gen_Incertae_sedis
2639,OTU2760,353,1,282,560,250,530,80,464,3.72e-130,96.466,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,g__Kurtzmanomyces,s__Kurtzmanomyces_sp,Kurtzmanomyces_sp,UDB02373920,SH0916137.09FU,reps,k__Fungi,OTU2760.p__Basidiomycota.g__Kurtzmanomyces
2640,OTU2761,362,57,361,541,541,237,84,525,1.73e-148,97.705,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Alphamycetaceae,g__Betamyces,s__Betamyces_sp,Betamyces_sp,UDB01509828,SH0903505.09FU,reps,k__Fungi,OTU2761.p__Chytridiomycota.g__Betamyces
2641,OTU2762,350,289,348,1125,72,12,17,84.2,1.21e-15,91.803,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU2762.p__Ascomycota.g__Fusarium
2642,OTU2763,371,1,71,683,394,464,19,115,4.55e-25,95.833,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricales_fam_Incertae_sedis,g__Agaricales_gen_Incertae_sedis,s__Agaricales_sp,Agaricales_sp,UDB0911805,SH1012335.09FU,reps,k__Fungi,OTU2763.p__Basidiomycota.g__Agaricales_gen_Incertae_sedis
2643,OTU2764,361,314,356,581,484,527,12,63.9,1.62e-09,93.182,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_radicicola,Pezicula_radicicola,FJ179465,SH0975489.09FU,reps,k__Fungi,OTU2764.p__Ascomycota.g__Pezicula
2644,OTU2765,405,368,403,758,510,545,9,67.6,1.42e-10,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU2765.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
2645,OTU2766,347,300,345,1125,57,12,13,69.4,3.34e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU2766.p__Ascomycota.g__Fusarium
2646,OTU2767,272,1,211,514,304,514,78,379,1.05e-104,99.052,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Lecythophora,s__Lecythophora_sp,Lecythophora_sp,UDB02756390,SH0905822.09FU,reps,k__Fungi,OTU2767.p__Ascomycota.g__Lecythophora
2647,OTU2768,341,1,47,708,298,344,14,82.4,4.22e-15,97.872,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Chytridiomycota_fam_Incertae_sedis,g__Chytridiomycota_gen_Incertae_sedis,s__Chytridiomycota_sp,Chytridiomycota_sp,UDB02254395,SH1165222.09FU,reps,k__Fungi,OTU2768.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis
2648,OTU2769,323,276,321,1125,57,12,14,69.4,3.09e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU2769.p__Ascomycota.g__Fusarium
2649,OTU2770,267,1,187,500,295,482,70,296,1.07e-79,95.238,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Onygenales_fam_Incertae_sedis,g__Onygenales_gen_Incertae_sedis,s__Onygenales_sp,Onygenales_sp,JQ247363,SH0945176.09FU,reps,k__Fungi,OTU2770.p__Ascomycota.g__Onygenales_gen_Incertae_sedis
2650,OTU2771,288,1,248,537,285,529,86,433,8.46e-121,98.387,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Sordariomycetes_gen_Incertae_sedis,s__Sordariomycetes_sp,Sordariomycetes_sp,KC131374,SH1074673.09FU,reps,k__Fungi,OTU2771.p__Ascomycota.g__Sordariomycetes_gen_Incertae_sedis
2651,OTU2772,359,298,357,849,490,431,17,84.2,1.24e-15,91.667,p__Ascomycota,c__GS35,o__GS35_ord_Incertae_sedis,f__GS35_fam_Incertae_sedis,g__GS35_gen_Incertae_sedis,s__GS35_sp,GS35_sp,UDB097091,SH1322839.09FU,reps,k__Fungi,OTU2772.p__Ascomycota.g__GS35_gen_Incertae_sedis
2652,OTU2774,302,1,242,611,370,611,80,448,3.16e-125,100,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Setoseptoria,s__Setoseptoria_sp,Setoseptoria_sp,OM692196,SH1005058.09FU,reps,k__Fungi,OTU2774.p__Ascomycota.g__Setoseptoria
2653,OTU2775,300,1,268,525,255,524,89,464,3.12e-130,97.778,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetaceae,g__Tetrapisispora,s__Tetrapisispora_iriomotensis,Tetrapisispora_iriomotensis,KY105605,SH1164762.09FU,refs,k__Fungi,OTU2775.p__Ascomycota.g__Tetrapisispora
2654,OTU2776,257,1,197,431,235,431,77,353,5.98e-97,98.985,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,s__Dioszegia_maotaiensis,Dioszegia_maotaiensis,MK050295,SH1004041.09FU,refs,k__Fungi,OTU2776.p__Basidiomycota.g__Dioszegia
2655,OTU2777,270,1,210,465,256,465,78,383,8.05e-106,99.524,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariales_fam_Incertae_sedis,g__Hansfordia,s__Hansfordia_pruni,Hansfordia_pruni,MK442585,SH0988189.09FU,refs,k__Fungi,OTU2777.p__Ascomycota.g__Hansfordia
2656,OTU2778,275,1,215,506,292,506,78,392,1.36e-108,99.535,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Roussoellaceae,g__Neoroussoella,s__Neoroussoella_solani,Neoroussoella_solani,KX228261,SH0929423.09FU,refs,k__Fungi,OTU2778.p__Ascomycota.g__Neoroussoella
2657,OTU2779,378,1,115,527,412,527,30,185,3.49e-46,95.69,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp,Fungi_sp,UDB0584564,SH1089013.09FU,reps,k__Fungi,OTU2779.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis
2658,OTU2780,382,343,380,758,508,545,10,65.8,4.8e-10,97.368,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU2780.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
2659,OTU2781,380,333,378,1125,57,12,12,69.4,3.69e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU2781.p__Ascomycota.g__Fusarium
2660,OTU2782,305,260,303,1125,55,12,14,71.3,8.09e-12,95.455,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU2782.p__Ascomycota.g__Fusarium
2661,OTU2783,271,1,210,392,183,392,77,366,8.14e-101,98.095,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Lasiosphaeriaceae_gen_Incertae_sedis,s__Lasiosphaeriaceae_sp,Lasiosphaeriaceae_sp,UDB0184104,SH0932574.09FU,reps,k__Fungi,OTU2783.p__Ascomycota.g__Lasiosphaeriaceae_gen_Incertae_sedis
2662,OTU2784,396,1,335,702,358,702,85,468,3.25e-131,91.643,p__Kickxellomycota,c__Ramicandelaberomycetes,o__Ramicandelaberales,f__Ramicandelaberaceae,g__Ramicandelaber,s__Ramicandelaber_sp,Ramicandelaber_sp,UDB06291880,SH1117127.09FU,reps,k__Fungi,OTU2784.p__Kickxellomycota.g__Ramicandelaber
2663,OTU2785,327,1,266,541,275,541,81,270,8.01e-72,85.24,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastrales_fam_Incertae_sedis,g__Geastrales_gen_Incertae_sedis,s__Geastrales_sp,Geastrales_sp,UDB02630231,SH1300981.09FU,reps,k__Fungi,OTU2785.p__Basidiomycota.g__Geastrales_gen_Incertae_sedis
2664,OTU2786,318,1,253,482,227,479,80,462,1.19e-129,99.605,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,s__Papiliotrema_fusca,Papiliotrema_fusca,AF444668,SH0960201.09FU,refs,k__Fungi,OTU2786.p__Basidiomycota.g__Papiliotrema
2665,OTU2787,293,1,233,545,310,545,80,416,8.63e-116,98.729,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp,Ascomycota_sp,UDB01381506,SH1121142.09FU,reps,k__Fungi,OTU2787.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis
2666,OTU2789,284,1,224,508,285,508,79,414,3.02e-115,100,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_orientale,Trichoderma_orientale,EU401550,SH1062958.09FU,refs,k__Fungi,OTU2789.p__Ascomycota.g__Trichoderma
2667,OTU2790,369,334,367,758,512,545,9,63.9,1.66e-09,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU2790.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
2668,OTU2791,285,1,174,518,292,462,61,135,2.64e-31,81.25,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,s__Cladophialophora_sp,Cladophialophora_sp,UDB02753793,SH1165505.09FU,reps,k__Fungi,OTU2791.p__Ascomycota.g__Cladophialophora
2669,OTU2792,261,1,191,448,249,436,73,239,1.78e-62,89.637,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Xenosonderhenia,s__Xenosonderhenia_eucalypti,Xenosonderhenia_eucalypti,KP004457,SH1677949.09FU,refs_singleton,k__Fungi,OTU2792.p__Ascomycota.g__Xenosonderhenia
2670,OTU2793,322,1,262,517,256,517,81,468,2.6e-131,98.855,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Sporobolomyces,s__Sporobolomyces_reniformis,Sporobolomyces_reniformis,MK050408,SH2149882.09FU,refs_singleton,k__Fungi,OTU2793.p__Basidiomycota.g__Sporobolomyces
2671,OTU2794,247,1,187,441,257,441,76,333,7.45e-91,98.93,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Bulleribasidium,s__Bulleribasidium_phyllophilum,Bulleribasidium_phyllophilum,MK050328,SH1097980.09FU,refs,k__Fungi,OTU2794.p__Basidiomycota.g__Bulleribasidium
2672,OTU2795,284,1,223,446,223,446,79,401,2.35e-111,99.107,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Trichosporonaceae_gen_Incertae_sedis,s__Trichosporonaceae_sp,Trichosporonaceae_sp,UDB01226055,SH1087087.09FU,reps,k__Fungi,OTU2795.p__Basidiomycota.g__Trichosporonaceae_gen_Incertae_sedis
2673,OTU2796,288,1,227,534,302,534,79,326,1.48e-88,92.34,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Cyphellophoraceae,g__Cyphellophora,s__Cyphellophora_sp,Cyphellophora_sp,UDB04512110,SH1144986.09FU,reps,k__Fungi,OTU2796.p__Ascomycota.g__Cyphellophora
2674,OTU2797,280,1,220,520,301,520,79,401,2.31e-111,99.545,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Strelitzianaceae,g__Strelitziana,s__Strelitziana_eucalypti,Strelitziana_eucalypti,KM246173,SH0931728.09FU,reps,k__Fungi,OTU2797.p__Ascomycota.g__Strelitziana
2675,OTU2798,361,1,318,593,275,593,88,427,5e-119,90.938,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp,Fungi_sp,MW216190,SH1274578.09FU,reps,k__Fungi,OTU2798.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis
2676,OTU2799,290,1,230,523,294,523,79,425,1.42e-118,100,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_tiftonensis,Talaromyces_tiftonensis,KX657353,SH1286663.09FU,refs,k__Fungi,OTU2799.p__Ascomycota.g__Talaromyces
2677,OTU2800,381,345,376,581,495,527,8,54.7,1.04e-06,96.97,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_radicicola,Pezicula_radicicola,FJ179465,SH0975489.09FU,reps,k__Fungi,OTU2800.p__Ascomycota.g__Pezicula
2678,OTU2801,266,1,206,472,267,472,77,375,1.32e-103,99.515,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Trichocomaceae,g__Sagenomella,s__Sagenomella_oligospora,Sagenomella_oligospora,LT633929,SH0997120.09FU,refs,k__Fungi,OTU2801.p__Ascomycota.g__Sagenomella
2679,OTU2802,336,1,200,487,213,419,60,159,1.86e-38,81.34,p__Aphelidiomycota,c__Aphelidiomycota_cls_Incertae_sedis,o__Aphelidiomycota_ord_Incertae_sedis,f__Aphelidiomycota_fam_Incertae_sedis,g__Aphelidiomycota_gen_Incertae_sedis,s__Aphelidiomycota_sp,Aphelidiomycota_sp,UDB01170806,SH1101595.09FU,reps,k__Fungi,OTU2802.p__Aphelidiomycota.g__Aphelidiomycota_gen_Incertae_sedis
2680,OTU2803,273,1,212,505,294,505,78,364,2.95e-100,97.653,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp,Ascomycota_sp,UDB01384220,SH0952980.09FU,reps,k__Fungi,OTU2803.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis
2681,OTU2804,271,1,219,510,294,510,81,337,6.38e-92,94.57,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Pseudoophiobolus,s__Pseudoophiobolus_galii,Pseudoophiobolus_galii,MG520947,SH3245424.09FU,refs_singleton,k__Fungi,OTU2804.p__Ascomycota.g__Pseudoophiobolus
2682,OTU2805,427,1,47,634,332,378,11,71.3,1.16e-11,93.617,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Chytridiomycota_fam_Incertae_sedis,g__Chytridiomycota_gen_Incertae_sedis,s__Chytridiomycota_sp,Chytridiomycota_sp,UDB02299221,SH1133151.09FU,reps,k__Fungi,OTU2805.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis
2683,OTU2807,350,1,348,587,553,208,99,592,1.62e-168,97.414,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS11,f__GS11_fam_Incertae_sedis,g__GS11_gen_Incertae_sedis,s__GS11_sp,GS11_sp,UDB02389838,SH1267778.09FU,reps,k__Fungi,OTU2807.p__Rozellomycota.g__GS11_gen_Incertae_sedis
2684,OTU2808,293,58,285,490,490,262,78,394,4.04e-109,97.817,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Pseudoarthrographis,s__Pseudoarthrographis_sp,Pseudoarthrographis_sp,UDB05317676,SH1091584.09FU,reps,k__Fungi,OTU2808.p__Ascomycota.g__Pseudoarthrographis
2685,OTU2809,397,320,389,485,306,236,18,69.4,3.86e-11,85.135,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Sordariomycetes_gen_Incertae_sedis,s__Sordariomycetes_sp,Sordariomycetes_sp,UDB07346279,SH0967077.09FU,reps,k__Fungi,OTU2809.p__Ascomycota.g__Sordariomycetes_gen_Incertae_sedis
2686,OTU2810,265,1,194,460,258,448,73,211,3.94e-54,86.802,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Massarina,s__Massarina_sp,Massarina_sp,UDB03665945,SH1001765.09FU,reps,k__Fungi,OTU2810.p__Ascomycota.g__Massarina
2687,OTU2811,344,1,283,617,335,617,82,484,2.78e-136,97.527,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp,Spizellomycetales_sp,UDB07387082,SH1208318.09FU,reps,k__Fungi,OTU2811.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis
2688,OTU2812,403,1,342,790,448,790,85,472,2.56e-132,91.738,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Chytridiomycota_fam_Incertae_sedis,g__Chytridiomycota_gen_Incertae_sedis,s__Chytridiomycota_sp,Chytridiomycota_sp,UDB02263590,SH1233233.09FU,reps,k__Fungi,OTU2812.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis
2689,OTU2813,279,1,218,467,250,467,78,398,2.98e-110,99.541,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Nectriaceae_gen_Incertae_sedis,s__Nectriaceae_sp,Nectriaceae_sp,UDB06671086,SH0968939.09FU,reps,k__Fungi,OTU2813.p__Ascomycota.g__Nectriaceae_gen_Incertae_sedis
2690,OTU2814,205,1,197,647,521,325,96,353,4.64e-97,98.985,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,s__Rhizophlyctis_sp,Rhizophlyctis_sp,UDB06432686,SH1202745.09FU,reps,k__Fungi,OTU2814.p__Chytridiomycota.g__Rhizophlyctis
2691,OTU2815,268,1,207,477,271,477,77,383,7.98e-106,100,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Apiosordaria,s__Apiosordaria_sp,Apiosordaria_sp,UDB01224111,SH0971541.09FU,reps,k__Fungi,OTU2815.p__Ascomycota.g__Apiosordaria
2692,OTU2816,280,1,202,499,280,478,72,281,3.14e-75,92.079,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_hyalothermophila,Humicola_hyalothermophila,MH861283,SH0881616.09FU,refs,k__Fungi,OTU2816.p__Ascomycota.g__Humicola
2693,OTU2817,359,1,296,553,259,550,82,283,1.14e-75,84.281,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Chytridiomycota_fam_Incertae_sedis,g__Chytridiomycota_gen_Incertae_sedis,s__Chytridiomycota_sp,Chytridiomycota_sp,UDB02295491,SH1321950.09FU,reps,k__Fungi,OTU2817.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis
2694,OTU2818,274,1,214,494,281,494,78,390,4.89e-108,99.533,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp,Ascomycota_sp,LC014584,SH0949747.09FU,reps,k__Fungi,OTU2818.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis
2695,OTU2819,274,1,229,462,236,462,84,250,8.66e-66,86.695,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaetaceae_gen_Incertae_sedis,s__Coniochaetaceae_sp,Coniochaetaceae_sp,LN865113,SH0906101.09FU,reps,k__Fungi,OTU2819.p__Ascomycota.g__Coniochaetaceae_gen_Incertae_sedis
2696,OTU2820,202,1,202,482,422,221,100,351,1.64e-96,98.02,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Dothideomycetes_gen_Incertae_sedis,s__Dothideomycetes_sp,Dothideomycetes_sp,UDB05266213,SH0972485.09FU,reps,k__Fungi,OTU2820.p__Ascomycota.g__Dothideomycetes_gen_Incertae_sedis
2697,OTU2821,289,1,229,545,310,545,79,351,2.43e-96,94.068,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp,Ascomycota_sp,UDB01381506,SH1121142.09FU,reps,k__Fungi,OTU2821.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis
2698,OTU2822,298,239,296,943,67,10,19,102,2.8e-21,98.276,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_sp,Inocybe_sp,UDB0125874,SH1322845.09FU,reps,k__Fungi,OTU2822.p__Basidiomycota.g__Inocybe
2699,OTU2823,256,1,213,494,281,494,83,322,1.68e-87,93.925,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,s__Oidiodendron_sp,Oidiodendron_sp,UDB0794404,SH1239489.09FU,reps,k__Fungi,OTU2823.p__Ascomycota.g__Oidiodendron
2700,OTU2824,274,1,227,496,270,496,83,392,1.36e-108,97.797,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,s__Diaporthe_phaseolorum,Diaporthe_phaseolorum,KM266297,SH0983782.09FU,reps,k__Fungi,OTU2824.p__Ascomycota.g__Diaporthe
2701,OTU2825,355,316,353,758,508,545,11,71.3,9.53e-12,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU2825.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
2702,OTU2826,366,329,364,758,510,545,10,67.6,1.27e-10,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU2826.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
