,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_1_1,V5_1_2,OTU.ID
1717,OTU1732,273,1,273,1511,528,800,100,494,3.12e-138,99.267,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,_,KF481594.1.1511,Bacteria,OTU1732.Proteobacteria.Arenimonas
1718,OTU1733,274,1,274,1318,475,747,100,333,7.24e-90,88.686,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,JF166757.1.1318,Bacteria,OTU1733.Chloroflexi._
1719,OTU1734,273,1,273,1479,499,771,100,477,3.15e-133,98.168,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,_,uncultured|Acidobacteriales|bacterium,_,EU440598.1.1479,Bacteria,OTU1734.Acidobacteriota.uncultured|Acidobacteriales|bacterium
1720,OTU1735,273,1,273,1507,515,787,100,483,6.76e-135,98.535,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,HQ120623.1.1507,Bacteria,OTU1735.Planctomycetota._
1721,OTU1736,273,1,273,1415,471,743,100,488,1.45e-136,98.901,Chloroflexi,Anaerolineae,SBR1031,uncultured|Chloroflexi|bacterium,_,_,JN409196.1.1415,Bacteria,OTU1736.Chloroflexi._
1722,OTU1737,274,1,274,1435,502,775,100,479,8.78e-134,98.175,Planctomycetota,Planctomycetes,_,_,_,_,HQ120485.1.1435,Bacteria,OTU1737.Planctomycetota._
1723,OTU1738,274,1,274,1463,471,744,100,479,8.78e-134,98.175,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,Nostocoida|limicola|III,AF244751.1.1463,Bacteria,OTU1738.Planctomycetota.Singulisphaera
1724,OTU1739,273,1,273,1519,516,788,100,477,3.15e-133,98.168,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,_,_,KC554774.1.1519,Bacteria,OTU1739.Actinobacteriota._
1725,OTU1740,274,1,274,1349,482,755,100,468,1.9e-130,97.445,Planctomycetota,Planctomycetes,_,_,_,_,KC432357.1.1349,Bacteria,OTU1740.Planctomycetota._
1726,OTU1741,273,1,273,1360,497,769,100,466,6.81e-130,97.445,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,_,uncultured|Chloroflexi|bacterium,AY921999.1.1360,Bacteria,OTU1741.Chloroflexi._
1727,OTU1742,274,1,274,1342,478,751,100,462,8.84e-129,97.08,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,_,HM278131.1.1342,Bacteria,OTU1742.Planctomycetota.Singulisphaera
1728,OTU1743,273,1,273,1468,489,761,100,449,6.86e-125,96.364,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,_,_,GU444061.1.1468,Bacteria,OTU1743.Planctomycetota._
1729,OTU1744,273,1,273,1400,481,753,100,411,3.24e-113,93.818,Proteobacteria,Gammaproteobacteria,EC3,_,_,_,GU362966.1.1400,Bacteria,OTU1744.Proteobacteria._
1730,OTU1745,273,1,273,1483,505,777,100,377,3.28e-103,91.575,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,_,uncultured|Bacteroidetes|bacterium,HQ396984.1.1483,Bacteria,OTU1745.Bacteroidota._
1731,OTU1746,273,1,273,1516,537,809,100,399,7.01e-110,93.04,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup|10,_,KJ817695.1.1516,Bacteria,OTU1746.Acidobacteriota.Subgroup|10
1732,OTU1747,273,1,273,1467,500,772,100,499,6.71e-140,99.634,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,uncultured|Chloroflexi|bacterium,_,HQ857691.1.1467,Bacteria,OTU1747.Chloroflexi.uncultured|Chloroflexi|bacterium
1733,OTU1748,274,1,274,908,472,745,100,484,1.89e-135,98.54,Halobacterota,Halobacteria,Halobacterales,Halomicrobiaceae,_,uncultured|archaeon,HQ400473.1.908,Archaea,OTU1748.Halobacterota._
1734,OTU1749,273,1,273,1447,483,755,100,449,6.86e-125,96.337,Chloroflexi,Dehalococcoidia,S085,_,_,_,JX240969.1.1447,Bacteria,OTU1749.Chloroflexi._
1735,OTU1750,273,1,273,1319,477,749,100,499,6.71e-140,99.634,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,JF096040.1.1319,Bacteria,OTU1750.Chloroflexi._
1736,OTU1751,273,1,273,1475,516,788,100,433,6.91e-120,95.238,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup|10,uncultured|Acidobacteriaceae|bacterium,AY225645.1.1475,Bacteria,OTU1751.Acidobacteriota.Subgroup|10
1737,OTU1752,273,1,273,1488,497,769,100,416,6.96e-115,94.139,Chloroflexi,Anaerolineae,SBR1031,uncultured|soil|bacterium,_,_,JN417576.1.1488,Bacteria,OTU1752.Chloroflexi._
1738,OTU1753,273,1,273,1400,479,751,100,494,3.12e-138,99.267,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured|planctomycete,KF827048.1.1400,Bacteria,OTU1753.Planctomycetota.SH-PL14
1739,OTU1754,273,1,273,1337,465,737,100,466,6.81e-130,97.436,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,_,LN563858.1.1337,Bacteria,OTU1754.Planctomycetota.SH-PL14
1740,OTU1755,273,1,273,1449,477,749,100,422,1.5e-116,94.505,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,_,KM051822.1.1449,Bacteria,OTU1755.Planctomycetota.SM1A02
1741,OTU1756,273,1,273,1454,468,740,100,444,3.19e-123,95.971,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,_,JQ769965.1.1454,Bacteria,OTU1756.Proteobacteria.Rhodomicrobium
1742,OTU1757,273,1,273,1427,479,751,100,433,6.91e-120,95.273,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured|anaerobic|ammonium-oxidizing|bacterium,_,LC192382.1.1427,Bacteria,OTU1757.Chloroflexi.uncultured|anaerobic|ammonium-oxidizing|bacterium
1743,OTU1758,273,1,273,1440,478,750,100,427,3.21e-118,94.872,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,_,JX079312.1.1440,Bacteria,OTU1758.Chloroflexi.Anaerolinea
1744,OTU1759,273,1,273,1436,487,759,100,455,1.47e-126,96.703,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,_,_,GQ264029.1.1436,Bacteria,OTU1759.Chloroflexi._
1745,OTU1760,273,1,273,1337,480,752,100,433,6.91e-120,95.238,Armatimonadota,_,_,_,_,_,EU135015.1.1337,Bacteria,OTU1760.Armatimonadota._
1746,OTU1761,274,1,274,1489,493,766,100,374,4.26e-102,91.241,Chloroflexi,Anaerolineae,SBR1031,A4b,_,_,KF975540.1.1489,Bacteria,OTU1761.Chloroflexi._
1747,OTU1762,273,1,273,1537,547,820,100,466,6.81e-130,97.445,SAR324|clade(Marine|group|B),bacterium|enrichment|culture|clone|B30(2011),_,_,_,_,JF830203.1.1537,Bacteria,OTU1762.SAR324|clade(Marine|group|B)._
1748,OTU1763,291,1,291,1543,507,795,100,464,2.63e-129,95.533,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,_,_,JX898170.1.1543,Bacteria,OTU1763.Gemmatimonadota._
1749,OTU1764,273,1,273,1476,497,769,100,494,3.12e-138,99.267,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,_,_,GU444111.1.1476,Bacteria,OTU1764.Planctomycetota._
1750,OTU1765,274,1,274,1382,519,792,100,446,8.91e-124,95.985,Planctomycetota,OM190,_,_,_,_,HE650011.1.1382,Bacteria,OTU1765.Planctomycetota._
1751,OTU1766,273,1,273,1497,516,788,100,488,1.45e-136,98.901,Acidobacteriota,Holophagae,Subgroup|7,_,_,_,FJ479007.1.1497,Bacteria,OTU1766.Acidobacteriota._
1752,OTU1767,273,1,273,1471,495,768,100,477,3.15e-133,98.175,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,_,JQ978938.1.1471,Bacteria,OTU1767.Planctomycetota.Gemmata
1753,OTU1768,273,1,273,1383,521,793,100,405,1.51e-111,93.407,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,EU135176.1.1383,Bacteria,OTU1768.Planctomycetota._
1754,OTU1769,273,1,273,1426,424,696,100,438,1.48e-121,95.604,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,_,seawater|metagenome,FLLY01001302.23.1448,Bacteria,OTU1769.Planctomycetota._
1755,OTU1770,273,1,273,1507,525,797,100,472,1.46e-131,97.802,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,_,_,FJ444747.1.1507,Bacteria,OTU1770.Myxococcota._
1756,OTU1771,273,1,273,1487,483,755,100,494,3.12e-138,99.267,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,Sphaerisporangium|sp,MG687442.1.1487,Bacteria,OTU1771.Actinobacteriota.Sphaerisporangium
1757,OTU1772,273,1,273,1412,535,807,100,488,1.45e-136,98.901,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,uncultured|delta|proteobacterium,AY921933.1.1412,Bacteria,OTU1772.Myxococcota.Sorangium
1758,OTU1773,273,1,273,1376,435,707,100,460,3.17e-128,97.07,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,uncultured|organism,JN493873.1.1376,Bacteria,OTU1773.Proteobacteria.Limibaculum
1759,OTU1774,273,1,273,1467,491,763,100,483,6.76e-135,98.535,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,_,_,KC331594.1.1467,Bacteria,OTU1774.Planctomycetota._
1760,OTU1775,273,1,273,1382,392,664,100,494,3.12e-138,99.267,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,metagenome,FPLS01014480.18.1399,Bacteria,OTU1775.Proteobacteria.Rhizobacter
1761,OTU1776,273,1,273,1463,488,760,100,466,6.81e-130,97.436,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,_,_,JQ769659.1.1463,Bacteria,OTU1776.Planctomycetota._
1762,OTU1777,273,1,273,1376,485,757,100,494,3.12e-138,99.267,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,LN573921.1.1376,Bacteria,OTU1777.Planctomycetota._
1763,OTU1778,273,1,273,1384,502,774,100,488,1.45e-136,98.901,Methylomirabilota,Methylomirabilia,Rokubacteriales,_,_,_,JF265691.1.1384,Bacteria,OTU1778.Methylomirabilota._
1764,OTU1779,273,1,273,1536,546,818,100,455,1.47e-126,96.703,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,_,_,JQ801058.1.1536,Bacteria,OTU1779.Verrucomicrobiota._
1765,OTU1780,273,1,273,1437,473,745,100,460,3.17e-128,97.07,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,_,_,FJ479184.1.1437,Bacteria,OTU1780.Chloroflexi._
1766,OTU1781,273,1,273,1467,483,757,100,457,4.1e-127,96.727,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus|Solibacter,uncultured|Acidobacteria|bacterium,MH031301.1.1467,Bacteria,OTU1781.Acidobacteriota.Candidatus|Solibacter
1767,OTU1782,274,1,274,1525,516,789,100,490,4.06e-137,98.905,Actinobacteriota,Acidimicrobiia,_,uncultured|actinobacterium,_,_,KJ081635.1.1525,Bacteria,OTU1782.Actinobacteriota._
1768,OTU1783,274,1,274,1516,521,794,100,496,8.72e-139,99.27,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,_,JQ769741.1.1516,Bacteria,OTU1783.Gemmatimonadota.YC-ZSS-LKJ147
1769,OTU1784,273,1,273,1463,489,761,100,394,3.26e-108,92.674,Chloroflexi,Anaerolineae,SBR1031,metagenome,_,_,FPLS01049200.9.1471,Bacteria,OTU1784.Chloroflexi._
1770,OTU1785,274,1,274,1485,517,790,100,490,4.06e-137,98.905,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,_,KY190689.1.1485,Bacteria,OTU1785.Acidobacteriota.RB41
1771,OTU1786,273,1,273,1490,506,778,100,466,6.81e-130,97.436,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,JX406226.1.1490,Bacteria,OTU1786.Planctomycetota._
1772,OTU1787,273,1,273,1388,521,793,100,449,6.86e-125,96.337,Gemmatimonadota,BD2-11|terrestrial|group,_,_,_,_,EU134854.1.1388,Bacteria,OTU1787.Gemmatimonadota._
1773,OTU1788,273,1,273,1485,518,790,100,483,6.76e-135,98.535,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Catalinimonas,_,JQ800752.1.1485,Bacteria,OTU1788.Bacteroidota.Catalinimonas
1774,OTU1789,273,1,273,1387,491,763,100,438,1.48e-121,95.604,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,EU135148.1.1387,Bacteria,OTU1789.Planctomycetota._
1775,OTU1790,273,1,273,1493,522,794,100,488,1.45e-136,98.901,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Hassallia,_,HQ190454.1.1493,Bacteria,OTU1790.Bacteroidota.Hassallia
1776,OTU1791,273,1,273,1466,484,756,100,494,3.12e-138,99.267,Proteobacteria,Alphaproteobacteria,_,_,_,_,JQ684346.1.1466,Bacteria,OTU1791.Proteobacteria._
1777,OTU1792,273,1,273,1501,506,777,100,459,1.14e-127,97.07,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,_,_,KM823707.1.1501,Bacteria,OTU1792.Chloroflexi._
1778,OTU1793,273,1,273,1359,503,775,100,466,6.81e-130,97.436,Proteobacteria,Gammaproteobacteria,R7C24,_,_,_,JF198689.1.1359,Bacteria,OTU1793.Proteobacteria._
1779,OTU1794,274,1,274,1499,501,774,100,468,1.9e-130,97.445,Actinobacteriota,Acidimicrobiia,IMCC26256,metagenome,_,_,FPLS01054903.11.1509,Bacteria,OTU1794.Actinobacteriota._
1780,OTU1795,274,1,274,941,473,746,100,484,1.89e-135,98.54,Halobacterota,Halobacteria,Halobacterales,Haloadaptaceae,Haladaptatus,Haladaptatus|sp.|R4,LWHG01000011.1.941,Archaea,OTU1795.Halobacterota.Haladaptatus
1781,OTU1796,273,1,273,1450,511,783,100,488,1.45e-136,98.901,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Gracilibacillus|sp.|BH082,DQ664539.1.1450,Bacteria,OTU1796.Firmicutes.Gracilibacillus
1782,OTU1797,273,1,273,1338,477,748,100,425,1.16e-117,94.872,Chloroflexi,N9D0,_,_,_,_,LN562852.1.1338,Bacteria,OTU1797.Chloroflexi._
1783,OTU1798,273,1,273,1375,456,728,100,422,1.5e-116,94.505,Chloroflexi,Dehalococcoidia,SAR202|clade,_,_,_,AB694431.1.1375,Bacteria,OTU1798.Chloroflexi._
1784,OTU1799,273,1,273,1372,508,780,100,505,1.44e-141,100,Actinobacteriota,Thermoleophilia,Gaiellales,_,_,_,EU132818.1.1372,Bacteria,OTU1799.Actinobacteriota._
1785,OTU1800,273,1,273,1289,470,742,100,455,1.47e-126,96.703,Chloroflexi,Anaerolineae,SBR1031,A4b,_,_,EU133971.1.1289,Bacteria,OTU1800.Chloroflexi._
1786,OTU1801,274,1,274,1347,489,762,100,451,1.91e-125,96.35,Actinobacteriota,Acidimicrobiia,Actinomarinales,_,_,_,JF168382.1.1347,Bacteria,OTU1801.Actinobacteriota._
1787,OTU1802,273,1,273,1479,526,798,100,494,3.12e-138,99.267,Myxococcota,Polyangia,Polyangiales,BIrii41,_,_,AJ318128.1.1479,Bacteria,OTU1802.Myxococcota._
1788,OTU1803,273,1,273,1357,502,774,100,472,1.46e-131,97.802,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,_,GQ074238.1.1357,Bacteria,OTU1803.Proteobacteria.Aquicella
1789,OTU1804,273,2,273,1527,515,786,99,459,1.14e-127,97.059,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,_,JN977238.1.1527,Bacteria,OTU1804.Planctomycetota.Blastopirellula
1790,OTU1805,273,1,273,1321,466,738,100,472,1.46e-131,97.802,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,_,_,EU135283.1.1321,Bacteria,OTU1805.Planctomycetota._
1791,OTU1806,273,1,273,1410,463,735,100,455,1.47e-126,96.703,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,_,uncultured|Planctomycetales|bacterium,JN825614.1.1410,Bacteria,OTU1806.Planctomycetota._
1792,OTU1808,273,1,273,1495,518,790,100,494,3.12e-138,99.267,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,_,FJ479121.1.1495,Bacteria,OTU1808.Proteobacteria.MND1
1793,OTU1809,273,1,273,1502,523,795,100,488,1.45e-136,98.901,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,_,_,GQ261292.1.1502,Bacteria,OTU1809.Proteobacteria._
1794,OTU1810,273,1,273,1483,488,760,100,494,3.12e-138,99.267,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,metagenome,FPLP01001651.30.1512,Bacteria,OTU1810.Planctomycetota.Pirellula
1795,OTU1811,273,1,273,1487,508,780,100,416,6.96e-115,94.161,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,_,_,JQ712937.1.1487,Bacteria,OTU1811.Planctomycetota._
1796,OTU1812,292,1,292,1304,485,776,100,490,4.35e-137,96.918,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,_,_,EU134804.1.1304,Bacteria,OTU1812.Gemmatimonadota._
1797,OTU1813,273,1,273,1456,477,749,100,477,3.15e-133,98.168,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured|planctomycete,KT122157.1.1456,Bacteria,OTU1813.Planctomycetota.SM1A02
1798,OTU1814,273,1,273,1438,480,752,100,394,3.26e-108,92.674,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,_,GQ472450.1.1438,Bacteria,OTU1814.Planctomycetota.Pirellula
1799,OTU1815,273,1,273,1367,491,763,100,488,1.45e-136,98.901,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,_,JN592642.1.1367,Bacteria,OTU1815.Bacteroidota.Terrimonas
1800,OTU1816,274,1,274,1362,483,756,100,363,9.23e-99,90.511,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,_,_,FJ232688.1.1362,Bacteria,OTU1816.Planctomycetota._
1801,OTU1817,273,1,273,1363,455,727,100,488,1.45e-136,98.901,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,FR667303.1.1363,Bacteria,OTU1817.Planctomycetota._
1802,OTU1818,273,1,273,1369,500,772,100,488,1.45e-136,98.901,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium|sensu|stricto|12,_,KY883356.1.1369,Bacteria,OTU1818.Firmicutes.Clostridium|sensu|stricto|12
1803,OTU1819,273,1,273,1302,464,736,100,449,6.86e-125,96.337,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,_,EU135225.1.1302,Bacteria,OTU1819.Planctomycetota.SH-PL14
1804,OTU1820,273,1,273,1451,470,742,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,_,JQ801201.1.1451,Bacteria,OTU1820.Proteobacteria.Sphingomonas
1805,OTU1821,273,1,273,1415,406,678,100,416,6.96e-115,94.139,Chloroflexi,JG30-KF-CM66,_,_,_,_,HQ397158.1.1415,Bacteria,OTU1821.Chloroflexi._
1806,OTU1822,273,1,273,1368,490,762,100,394,3.26e-108,92.674,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,JF108092.1.1368,Bacteria,OTU1822.Planctomycetota._
1807,OTU1823,273,1,273,900,436,708,100,488,1.45e-136,98.901,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus|Nitrososphaera,uncultured|archaeon,EF503695.1.900,Archaea,OTU1823.Crenarchaeota.Candidatus|Nitrososphaera
1808,OTU1824,273,1,273,1468,492,764,100,433,6.91e-120,95.238,Actinobacteriota,MB-A2-108,_,_,_,_,GQ263145.1.1468,Bacteria,OTU1824.Actinobacteriota._
1809,OTU1825,273,1,273,1486,495,767,100,388,1.52e-106,92.308,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,_,uncultured|endolithic|bacterium,AB473902.1.1486,Bacteria,OTU1825.Chloroflexi._
1810,OTU1826,273,1,273,1359,491,763,100,416,6.96e-115,94.139,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,EU135300.1.1359,Bacteria,OTU1826.Planctomycetota._
1811,OTU1827,273,1,273,1352,496,768,100,483,6.76e-135,98.535,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter,_,JF177233.1.1352,Bacteria,OTU1827.Actinobacteriota.Parviterribacter
1812,OTU1828,273,1,273,1320,464,736,100,466,6.81e-130,97.436,Chloroflexi,Anaerolineae,SBR1031,_,_,_,EU134154.1.1320,Bacteria,OTU1828.Chloroflexi._
1813,OTU1829,273,1,273,1324,478,750,100,488,1.45e-136,98.901,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,_,_,CU924649.1.1324,Bacteria,OTU1829.Chloroflexi._
1814,OTU1830,273,1,273,1406,435,707,100,449,6.86e-125,96.337,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,_,_,HQ120529.1.1406,Bacteria,OTU1830.Chloroflexi._
1815,OTU1831,273,1,273,1481,498,770,100,438,1.48e-121,95.62,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured|Pasteuria|sp,KC329598.1.1481,Bacteria,OTU1831.Planctomycetota.Pirellula
1816,OTU1832,273,1,273,1343,480,752,100,460,3.17e-128,97.07,Armatimonadota,_,_,_,_,_,JF116099.1.1343,Bacteria,OTU1832.Armatimonadota._
1817,OTU1833,273,1,273,1513,525,797,100,438,1.48e-121,95.604,Planctomycetota,OM190,_,_,_,_,KJ590543.1.1513,Bacteria,OTU1833.Planctomycetota._
1818,OTU1834,273,1,273,1463,492,764,100,429,8.93e-119,94.872,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,GQ262993.1.1463,Bacteria,OTU1834.Planctomycetota._
1819,OTU1835,273,1,273,1369,489,761,100,405,1.51e-111,93.455,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,_,_,FJ592729.1.1369,Bacteria,OTU1835.Planctomycetota._
1820,OTU1836,273,1,273,1309,451,723,100,494,3.12e-138,99.267,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,_,JF178095.1.1309,Bacteria,OTU1836.Proteobacteria.Microvirga
1821,OTU1837,274,1,274,1521,541,814,100,484,1.89e-135,98.54,Acidobacteriota,Vicinamibacteria,Subgroup|17,_,_,_,DQ453809.1.1521,Bacteria,OTU1837.Acidobacteriota._
1822,OTU1838,273,1,273,1520,540,812,100,466,6.81e-130,97.436,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,_,HQ397519.1.1520,Bacteria,OTU1838.Myxococcota.Haliangium
1823,OTU1839,273,1,273,1362,484,756,100,472,1.46e-131,97.802,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,JF176809.1.1362,Bacteria,OTU1839.Planctomycetota._
1824,OTU1840,274,1,274,1348,476,749,100,440,4.14e-122,95.62,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,_,_,LN572471.1.1348,Bacteria,OTU1840.Proteobacteria._
1825,OTU1841,312,95,312,1522,593,810,89,370,6.36e-101,97.248,Gemmatimonadota,S0134|terrestrial|group,uncultured|Gemmatimonadetes|bacterium,_,_,_,EU979091.1.1522,Bacteria,OTU1841.Gemmatimonadota._
1826,OTU1842,273,1,273,1498,526,798,100,411,3.24e-113,93.773,Chloroflexi,Ktedonobacteria,C0119,uncultured|soil|bacterium,_,_,AF507679.1.1498,Bacteria,OTU1842.Chloroflexi._
1827,OTU1843,273,1,273,1335,480,752,100,455,1.47e-126,96.703,Armatimonadota,_,_,_,_,_,EU135014.1.1335,Bacteria,OTU1843.Armatimonadota._
1828,OTU1844,274,1,274,1445,486,759,100,462,8.84e-129,97.08,Actinobacteriota,Acidimicrobiia,_,uncultured|actinobacterium,_,_,JF776897.1.1445,Bacteria,OTU1844.Actinobacteriota._
1829,OTU1845,273,1,273,1425,478,750,100,488,1.45e-136,98.901,Chloroflexi,Dehalococcoidia,S085,_,_,_,GQ263148.1.1425,Bacteria,OTU1845.Chloroflexi._
1830,OTU1846,273,1,273,1454,476,748,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Desertibacter,uncultured|proteobacterium,EF682992.1.1454,Bacteria,OTU1846.Proteobacteria.Desertibacter
1831,OTU1847,275,1,275,1386,443,716,100,435,1.94e-120,95.273,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,_,uncultured|Alphaproteobacteria|bacterium,JN825373.1.1386,Bacteria,OTU1847.Proteobacteria._
1832,OTU1848,273,1,273,1526,542,814,100,477,3.15e-133,98.168,Planctomycetota,Pla4|lineage,uncultured|planctomycete,_,_,_,JN038763.1.1526,Bacteria,OTU1848.Planctomycetota._
1833,OTU1849,273,1,273,1373,489,761,100,383,7.05e-105,91.941,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,EU135165.1.1373,Bacteria,OTU1849.Planctomycetota._
1834,OTU1850,273,1,273,1505,510,782,100,433,6.91e-120,95.238,Chloroflexi,Anaerolineae,SBR1031,_,_,_,KM823731.1.1505,Bacteria,OTU1850.Chloroflexi._
1835,OTU1851,273,1,273,1415,483,754,100,409,1.16e-112,93.773,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,GU118256.1.1415,Bacteria,OTU1851.Planctomycetota._
1836,OTU1852,272,1,272,1499,625,896,100,492,1.12e-137,99.265,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaerosinus,_,JN697971.1.1499,Bacteria,OTU1852.Firmicutes.Anaerosinus
1837,OTU1853,273,1,273,1521,537,809,100,427,3.21e-118,94.872,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup|10,_,EU881104.1.1521,Bacteria,OTU1853.Acidobacteriota.Subgroup|10
1838,OTU1854,273,1,273,1389,520,792,100,488,1.45e-136,98.901,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus|Xiphinematobacter,uncultured|Verrucomicrobia|bacterium,EF019121.1.1389,Bacteria,OTU1854.Verrucomicrobiota.Candidatus|Xiphinematobacter
1839,OTU1855,273,1,273,1239,273,545,100,488,1.45e-136,98.901,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,uncultured|microorganism,JN387343.1.1239,Bacteria,OTU1855.Deinococcota.Truepera
